,customerid,churn_probability,Classification
4327,0958-YHXGP,0.99,High-risky
4328,1101-SSWAG,0.76,Risky
4329,2979-SXESE,0.93,High-risky
4330,4013-TLDHQ,1.0,High-risky
4331,5743-KHMNA,0.0,Non-risky
4332,4194-FJARJ,0.0,Non-risky
4333,5325-UWTWJ,0.32,Non-risky
4334,3969-GYXEL,0.99,High-risky
4335,9208-OLGAQ,0.95,High-risky
4336,3244-CQPHU,0.05,Non-risky
4337,2674-MLXMN,0.67,Risky
4338,9708-HPXWZ,0.79,Risky
4339,6992-TKNYO,0.17,Non-risky
4340,4468-YDOVK,0.72,Risky
4341,3754-DXMRT,1.0,High-risky
4342,5792-JALQC,0.06,Non-risky
4343,7130-VTEWQ,1.0,High-risky
4344,2200-DSAAL,0.01,Non-risky
4345,4302-ZYFEL,0.0,Non-risky
4346,9351-LZYGF,0.21,Non-risky
4347,4366-CTOUZ,0.05,Non-risky
4348,6121-VZNQB,0.44,Non-risky
4349,7903-CMPEY,0.95,High-risky
4350,1518-OMDIK,0.11,Non-risky
4351,6671-NGWON,0.02,Non-risky
4352,0595-ITUDF,0.11,Non-risky
4353,6996-KNSML,1.0,High-risky
4354,1955-IBMMB,0.0,Non-risky
4355,0096-BXERS,0.37,Non-risky
4356,3806-YAZOV,0.13,Non-risky
4357,7998-ZLXWN,0.3,Non-risky
4358,6253-WRFHY,0.42,Non-risky
4359,9133-AYJZG,0.93,High-risky
4360,2675-OTVVJ,0.91,High-risky
4361,8680-CGLTP,0.07,Non-risky
4362,8430-TWCBX,0.0,Non-risky
4363,5018-GWURO,0.52,Risky
4364,6741-QRLUP,0.02,Non-risky
4365,4737-HOBAX,0.01,Non-risky
4366,0537-QYZZN,0.83,High-risky
4367,3340-QBBFM,0.11,Non-risky
4368,1704-NRWYE,1.0,High-risky
4369,2592-SEIFQ,0.9,High-risky
4370,8200-KLNYW,0.19,Non-risky
4371,3372-CDXFJ,0.03,Non-risky
4372,4781-ZXYGU,0.46,Non-risky
4373,7632-YUTXB,0.0,Non-risky
4374,2718-YSKCS,0.0,Non-risky
4375,9896-UYMIE,0.53,Risky
4376,0853-NWIFK,0.32,Non-risky
4377,8212-CRQXP,0.84,High-risky
4378,6980-CDGFC,0.0,Non-risky
4379,7691-XVTZH,0.04,Non-risky
4380,2520-SGTTA,0.02,Non-risky
4381,7481-ATQQS,0.97,High-risky
4382,2277-VWCNI,0.99,High-risky
4383,1088-CNNKB,0.21,Non-risky
4384,8642-GVWRF,1.0,High-risky
4385,1930-BZLHI,0.0,Non-risky
4386,3400-ESFUW,0.0,Non-risky
4387,5868-YTYKS,0.83,High-risky
4388,3525-DVKFN,0.0,Non-risky
4389,1482-OXZSY,0.96,High-risky
4390,0377-JBKKT,0.06,Non-risky
4391,5778-BVOFB,0.81,High-risky
4392,3373-YZZYM,0.45,Non-risky
4393,2057-ZBLPD,0.99,High-risky
4394,0228-MAUWC,0.72,Risky
4395,5502-RLUYV,0.9,High-risky
4396,0023-HGHWL,0.97,High-risky
4397,7663-YJHSN,0.01,Non-risky
4398,4915-BFSXL,0.0,Non-risky
4399,3086-RUCRN,0.17,Non-risky
4400,5215-LNLDJ,0.78,Risky
4401,7576-JMYWV,0.5,Risky
4402,9039-RBEEE,0.79,Risky
4403,0257-KXZGU,0.41,Non-risky
4404,1307-ATKGB,0.91,High-risky
4405,8417-FMLZI,1.0,High-risky
4406,3714-XPXBW,0.17,Non-risky
4407,1850-AKQEP,0.0,Non-risky
4408,2824-DXNKN,0.0,Non-risky
4409,5227-JSCFE,0.0,Non-risky
4410,0848-ZGQIJ,0.99,High-risky
4411,3621-CHYVB,0.23,Non-risky
4412,8042-RNLKO,0.0,Non-risky
4413,1792-UXAFY,0.94,High-risky
4414,5372-FBKBN,0.0,Non-risky
4415,0420-TXVSG,0.0,Non-risky
4416,6217-TOWGS,0.82,High-risky
4417,0515-YPMCW,1.0,High-risky
4418,0378-XSZPU,0.6,Risky
4419,1045-LTCYT,0.28,Non-risky
4420,1544-JJMYL,0.12,Non-risky
4421,4636-JGAAI,0.65,Risky
4422,6874-SGLHU,0.5,Risky
4423,5951-AOFIH,0.55,Risky
4424,4729-XKASR,0.97,High-risky
4425,3059-NGMXB,0.49,Non-risky
4426,8652-YHIYU,0.42,Non-risky
4427,5278-PNYOX,0.07,Non-risky
4428,5449-FIBXJ,0.84,High-risky
4429,3486-HOOGQ,0.0,Non-risky
4430,5061-PBXFW,0.04,Non-risky
4431,8630-FJLIB,0.97,High-risky
4432,3891-NLXJB,0.02,Non-risky
4433,4749-OJKQU,1.0,High-risky
4434,0577-WHMEV,0.93,High-risky
4435,5453-AXEPF,0.88,High-risky
4436,3639-XJHKQ,0.57,Risky
4437,3716-LRGXK,0.22,Non-risky
4438,2263-SFSQZ,0.0,Non-risky
4439,9950-MTGYX,0.0,Non-risky
4440,3397-AVTKU,0.15,Non-risky
4441,4825-FUREZ,0.0,Non-risky
4442,9837-BMCLM,1.0,High-risky
4443,2672-OJQZP,0.89,High-risky
4444,0137-UDEUO,0.02,Non-risky
4445,3134-DSHVC,0.01,Non-risky
4446,6161-UUUTA,1.0,High-risky
4447,7821-DPRQE,0.29,Non-risky
4448,6543-XRMYR,0.98,High-risky
4449,2001-EWBQU,0.31,Non-risky
4450,4925-LMHOK,0.91,High-risky
4451,1608-GMEWB,0.79,Risky
4452,6695-AMZUF,0.0,Non-risky
4453,1455-UGQVH,1.0,High-risky
4454,8410-BGQXN,0.03,Non-risky
4455,8280-MQRQN,1.0,High-risky
4456,1619-YWUBB,0.0,Non-risky
4457,7611-YKYTC,0.81,High-risky
4458,2037-SGXHH,0.81,High-risky
4459,3178-FESZO,1.0,High-risky
4460,0365-GXEZS,0.86,High-risky
4461,0082-OQIQY,0.78,Risky
4462,6087-MVHJH,0.99,High-risky
4463,4603-JANFB,1.0,High-risky
4464,3018-TFTSU,0.83,High-risky
4465,3606-SBKRY,0.05,Non-risky
4466,4806-KEXQR,1.0,High-risky
4467,0667-NSRGI,0.06,Non-risky
4468,7083-YNSKY,0.76,Risky
4469,6893-ODYYE,0.02,Non-risky
4470,8242-JSVBO,0.76,Risky
4471,2479-BRAMR,0.66,Risky
4472,9541-ZPSEA,0.0,Non-risky
4473,2665-NPTGL,0.91,High-risky
4474,1139-WUOAH,0.01,Non-risky
4475,4693-VWVBO,0.47,Non-risky
4476,7434-SHXLS,0.95,High-risky
4477,6937-GCDGQ,0.05,Non-risky
4478,0988-JRWWP,1.0,High-risky
4479,5075-JSDKI,0.0,Non-risky
4480,7908-QCBCA,1.0,High-risky
4481,8644-XYTSV,0.14,Non-risky
4482,6711-FLDFB,1.0,High-risky
4483,3873-WOSBC,0.0,Non-risky
4484,7465-ZZRVX,1.0,High-risky
4485,7975-JMZNT,0.0,Non-risky
4486,7251-XFOIL,0.18,Non-risky
4487,4116-IQRFR,0.0,Non-risky
4488,3714-JTVOV,0.99,High-risky
4489,8259-DZLIZ,0.01,Non-risky
4490,0442-ZXKVS,0.57,Risky
4491,7853-WNZSY,0.52,Risky
4492,3120-FAZKD,0.0,Non-risky
4493,8606-OEGQZ,0.01,Non-risky
4494,0225-ZORZP,1.0,High-risky
4495,4702-IOQDC,1.0,High-risky
4496,9489-JMTTN,0.0,Non-risky
4497,0575-CUQOV,0.43,Non-risky
4498,0967-BMLBD,0.02,Non-risky
4499,6178-KFNHS,0.98,High-risky
4500,2830-LEWOA,0.09,Non-risky
4501,5006-MXVRN,0.0,Non-risky
4502,1264-BYWMS,1.0,High-risky
4503,9658-WYUFB,0.99,High-risky
4504,8327-WKMIE,0.0,Non-risky
4505,6917-FIJHC,0.0,Non-risky
4506,5329-KRDTM,0.01,Non-risky
4507,7797-EJMDP,0.3,Non-risky
4508,3530-VWVGU,0.0,Non-risky
4509,2013-SGDXK,1.0,High-risky
4510,6368-NWMCE,0.57,Risky
4511,3633-CDBUW,0.36,Non-risky
4512,0707-HOVVN,0.01,Non-risky
4513,8580-QVLOC,0.0,Non-risky
4514,3956-MGXOG,0.39,Non-risky
4515,9274-UARKJ,1.0,High-risky
4516,4077-HWUYD,0.0,Non-risky
4517,2012-NWRPA,0.99,High-risky
4518,8808-ELEHO,1.0,High-risky
4519,0103-CSITQ,0.38,Non-risky
4520,3506-LCJDC,0.24,Non-risky
4521,8671-KKKOS,0.18,Non-risky
4522,7305-ZWMAJ,0.0,Non-risky
4523,9518-XXBXE,0.97,High-risky
4524,3934-HXCFZ,0.96,High-risky
4525,6578-KRMAW,0.71,Risky
4526,4860-IJUDE,0.92,High-risky
4527,7666-WKRON,0.77,Risky
4528,9688-YGXVR,0.27,Non-risky
4529,0423-UDIJQ,0.66,Risky
4530,1945-XISKS,0.0,Non-risky
4531,4910-AQFFX,0.99,High-risky
4532,2154-KVJFF,1.0,High-risky
4533,5360-LJCNJ,0.01,Non-risky
4534,2607-FBDFF,0.54,Risky
4535,9647-ERGBE,0.96,High-risky
4536,3428-XZMAZ,1.0,High-risky
4537,1100-DDVRV,0.6,Risky
4538,0378-TOVMS,1.0,High-risky
4539,4355-HBJHH,0.0,Non-risky
4540,6728-WYQBC,0.29,Non-risky
4541,9058-CBREO,0.96,High-risky
4542,9029-FEGVJ,0.64,Risky
4543,7216-KAOID,0.0,Non-risky
4544,0318-QUUOB,1.0,High-risky
4545,6145-NNPNO,0.57,Risky
4546,5520-FVEWJ,0.99,High-risky
4547,5339-TJFEK,0.69,Risky
4548,5572-ZDXHY,0.79,Risky
4549,2074-GUHPQ,0.7,Risky
4550,4625-XMOYM,0.0,Non-risky
4551,5827-MWCZK,0.26,Non-risky
4552,1385-TQOZW,0.1,Non-risky
4553,5914-XRFQB,0.04,Non-risky
4554,4329-YPDDQ,0.58,Risky
4555,4804-NCPET,0.0,Non-risky
4556,3750-CKVKH,1.0,High-risky
4557,5944-UGLLK,0.06,Non-risky
4558,8063-GBATB,0.94,High-risky
4559,7787-BNTZM,0.36,Non-risky
4560,2252-ISRNH,0.66,Risky
4561,9415-TPKRV,0.12,Non-risky
4562,5322-TEUJK,0.0,Non-risky
4563,4547-KQRTM,1.0,High-risky
4564,4877-EVATK,0.95,High-risky
4565,1866-DIOQZ,0.04,Non-risky
4566,8375-KVTHK,0.32,Non-risky
4567,2697-NQBPF,0.22,Non-risky
4568,3709-OIJEA,0.45,Non-risky
4569,7639-SUPCW,0.65,Risky
4570,1386-ZIKUV,0.01,Non-risky
4571,0599-XNYDO,0.93,High-risky
4572,6377-WHAOX,0.82,High-risky
4573,6855-VLGOS,0.0,Non-risky
4574,8999-XXGNS,0.35,Non-risky
4575,8746-OQQRW,0.01,Non-risky
4576,3181-MIZBN,0.0,Non-risky
4577,0471-ARVMX,0.11,Non-risky
4578,7766-CLTIC,0.72,Risky
4579,5650-YLIBA,0.95,High-risky
4580,0825-CPPQH,0.0,Non-risky
4581,9084-OAYKL,0.0,Non-risky
4582,6122-LJADA,0.0,Non-risky
4583,2400-XIWIO,0.0,Non-risky
4584,7524-VRLPL,0.0,Non-risky
4585,1069-XAIEM,1.0,High-risky
4586,7569-NMZYQ,0.02,Non-risky
4587,5201-USSQZ,0.73,Risky
4588,2105-PHWON,0.82,High-risky
4589,1494-EJZDW,0.0,Non-risky
4590,4884-TVUQF,0.08,Non-risky
4591,8003-EWNDZ,0.19,Non-risky
4592,1897-RCFUM,0.0,Non-risky
4593,9256-JTBNZ,0.83,High-risky
4594,4658-HCOHW,0.93,High-risky
4595,2211-RMNHO,0.0,Non-risky
4596,2432-TFSMK,0.54,Risky
4597,3440-JPSCL,1.0,High-risky
4598,4929-ROART,0.55,Risky
4599,1834-ABKHQ,0.01,Non-risky
4600,1741-WTPON,0.04,Non-risky
4601,3932-IJWDZ,0.94,High-risky
4602,1240-HCBOH,0.0,Non-risky
4603,3594-KADLU,0.56,Risky
4604,8065-BVEPF,0.61,Risky
4605,3796-ENZGF,0.03,Non-risky
4606,1734-ZMNTZ,0.0,Non-risky
4607,2853-CWQFQ,0.69,Risky
4608,0813-TAXXS,0.04,Non-risky
4609,2519-TWKFS,0.13,Non-risky
4610,2889-FPWRM,0.77,Risky
4611,0626-QXNGV,0.0,Non-risky
4612,6723-CEGQI,0.08,Non-risky
4613,6987-XQSJT,0.92,High-risky
4614,4732-RRJZC,0.01,Non-risky
4615,9499-XPZXM,0.0,Non-risky
4616,4338-EYCER,0.45,Non-risky
4617,3007-FDPEA,0.37,Non-risky
4618,6350-XFYGW,1.0,High-risky
4619,4290-BSXUX,0.99,High-risky
4620,8513-OLYGY,0.06,Non-risky
4621,0311-QYWSS,0.89,High-risky
4622,8705-DWKTI,0.47,Non-risky
4623,8755-IWJHN,0.24,Non-risky
4624,0325-XBFAC,1.0,High-risky
4625,4480-QQRHC,1.0,High-risky
4626,0929-PECLO,0.35,Non-risky
4627,3680-CTHUH,0.5,Risky
4628,1202-KKGFU,0.59,Risky
4629,6112-KTHFQ,0.02,Non-risky
4630,1852-XEMDW,0.45,Non-risky
4631,2462-XIIJB,1.0,High-risky
4632,4760-XOHVN,0.46,Non-risky
4633,1820-DJFPH,0.0,Non-risky
4634,9426-SXNHE,0.6,Risky
4635,9068-FHQHD,0.0,Non-risky
4636,1269-FOYWN,0.0,Non-risky
4637,9470-YFUYI,0.04,Non-risky
4638,7817-BOQPW,1.0,High-risky
4639,7402-EYFXX,0.91,High-risky
4640,1853-UDXBW,1.0,High-risky
4641,9895-VFOXH,0.78,Risky
4642,5458-CQJTA,0.01,Non-risky
4643,1230-QAJDW,0.71,Risky
4644,5701-ZIKJE,0.22,Non-risky
4645,5219-YIPTK,1.0,High-risky
4646,5032-MIYKT,1.0,High-risky
4647,7396-VJUZB,0.52,Risky
4648,9717-QEBGU,1.0,High-risky
4649,5172-RKOCB,0.05,Non-risky
4650,6509-TSGWN,0.04,Non-risky
4651,3540-RZJYU,0.99,High-risky
4652,3178-CIFOT,0.0,Non-risky
4653,2091-MJTFX,0.55,Risky
4654,4530-NDRKU,0.0,Non-risky
4655,5985-TBABQ,0.11,Non-risky
4656,9800-ONTFE,0.88,High-risky
4657,6743-HHQPF,0.09,Non-risky
4658,8455-HIRAQ,0.6,Risky
4659,6616-AALSR,0.09,Non-risky
4660,0883-EIBTI,0.26,Non-risky
4661,9415-ZNBSX,0.0,Non-risky
4662,4018-KJYUY,0.0,Non-risky
4663,0722-TROQR,1.0,High-risky
4664,7571-YXDAD,1.0,High-risky
4665,3884-UEBXB,0.0,Non-risky
4666,8780-RSYYU,0.0,Non-risky
4667,5537-UXXVS,0.1,Non-risky
4668,1791-PQHBB,0.3,Non-risky
4669,8701-DGLVH,0.0,Non-risky
4670,8741-LQOBK,0.06,Non-risky
4671,3393-FMZPV,0.99,High-risky
4672,8082-GHXOP,0.38,Non-risky
4673,6402-ZFPPI,0.86,High-risky
4674,0980-FEXWF,0.05,Non-risky
4675,7486-KSRVI,0.56,Risky
4676,3011-WQKSZ,0.07,Non-risky
4677,8443-WVPSS,0.98,High-risky
4678,3006-XIMLN,1.0,High-risky
4679,8218-FFJDS,0.04,Non-risky
4680,1986-PHGZF,0.15,Non-risky
4681,9965-YOKZB,1.0,High-risky
4682,0504-HHAPI,0.99,High-risky
4683,9360-OMDZZ,0.37,Non-risky
4684,6305-YLBMM,0.92,High-risky
4685,0345-XMMUG,0.4,Non-risky
4686,8024-XNAFQ,0.0,Non-risky
4687,3647-GMGDH,0.95,High-risky
4688,2988-GBIVW,0.35,Non-risky
4689,2832-SCUCO,0.27,Non-risky
4690,7036-ZZKBD,0.45,Non-risky
4691,3791-LGQCY,1.0,High-risky
4692,0265-PSUAE,0.89,High-risky
4693,0463-TXOAK,0.0,Non-risky
4694,0594-UFTUL,0.02,Non-risky
4695,9509-MPYOD,0.0,Non-risky
4696,9128-CPXKI,0.2,Non-risky
4697,0129-KPTWJ,0.54,Risky
4698,8166-ZZTFS,0.01,Non-risky
4699,5855-EIBDE,0.18,Non-risky
4700,5365-LLFYV,0.99,High-risky
4701,5956-YHHRX,0.97,High-risky
4702,6008-NAIXK,0.17,Non-risky
4703,2956-GGUCQ,0.97,High-risky
4704,1928-BXYIV,0.83,High-risky
4705,5760-FXFVO,0.98,High-risky
4706,6595-COKXZ,0.98,High-risky
4707,0961-ZWLVI,0.61,Risky
4708,5181-OABFK,0.06,Non-risky
4709,4007-NHVHI,0.7,Risky
4710,7816-VGHTO,0.13,Non-risky
4711,5871-DGTXZ,0.0,Non-risky
4712,7550-WIQVA,0.58,Risky
4713,7544-ZVIKX,0.47,Non-risky
4714,0016-QLJIS,0.0,Non-risky
4715,7508-DQAKK,0.02,Non-risky
4716,5176-OLSKT,0.0,Non-risky
4717,9356-AXGMP,0.74,Risky
4718,3556-BVQGL,0.0,Non-risky
4719,0362-ZBZWJ,0.99,High-risky
4720,8979-CAMGB,0.69,Risky
4721,4211-MMAZN,0.95,High-risky
4722,7581-EBBOU,0.05,Non-risky
4723,4274-OWWYO,1.0,High-risky
4724,5073-RZGBK,0.09,Non-risky
4725,1541-ETJZO,0.6,Risky
4726,2192-CKRLV,0.02,Non-risky
4727,3154-HMWUU,0.0,Non-risky
4728,6119-SPUDB,0.02,Non-risky
4729,6522-OIQSX,0.05,Non-risky
4730,7813-ZGGAW,0.69,Risky
4731,8748-HFWBO,0.0,Non-risky
4732,1052-QJIBV,0.0,Non-risky
4733,1319-YLZJG,0.94,High-risky
4734,4106-HADHQ,0.18,Non-risky
4735,0723-FDLAY,0.04,Non-risky
4736,3050-RLLXC,0.01,Non-risky
4737,9298-WGMRW,0.01,Non-risky
4738,2369-UAPKZ,0.96,High-risky
4739,3088-LHEFH,0.96,High-risky
4740,2778-OCLGR,0.84,High-risky
4741,6583-KQJLK,0.98,High-risky
4742,8544-JNBOX,0.0,Non-risky
4743,6681-ZSEXG,0.01,Non-risky
4744,6139-ZZRBQ,0.0,Non-risky
4745,6116-RFVHN,1.0,High-risky
4746,0637-KVDLV,1.0,High-risky
4747,8884-FEEWR,0.0,Non-risky
4748,3125-RAHBV,0.0,Non-risky
4749,6633-MPWBS,0.72,Risky
4750,0373-AIVNJ,0.3,Non-risky
4751,8785-EPNCG,0.73,Risky
4752,1682-VCOIO,0.0,Non-risky
4753,5729-KLZAR,1.0,High-risky
4754,2072-ZVJJX,0.0,Non-risky
4755,8849-AYPTR,0.91,High-risky
4756,9518-IMLHK,0.14,Non-risky
4757,1582-RAFML,0.93,High-risky
4758,3646-ITDGM,0.0,Non-risky
4759,8740-CRYFY,1.0,High-risky
4760,3569-VLDHH,0.02,Non-risky
4761,8224-KDLKN,0.0,Non-risky
4762,7594-LZNWR,0.74,Risky
4763,4001-TSBTV,0.46,Non-risky
4764,2962-XPMCQ,1.0,High-risky
4765,8727-XDPUD,0.1,Non-risky
4766,1043-UXOVO,0.02,Non-risky
4767,1064-FBXNK,0.02,Non-risky
4768,3996-ZNWYK,0.0,Non-risky
4769,2878-DHMIN,0.0,Non-risky
4770,7762-ONLJY,0.03,Non-risky
4771,1678-FYZOW,1.0,High-risky
4772,5795-BKOYE,0.05,Non-risky
4773,8627-EHGIP,0.16,Non-risky
4774,7402-PWYJJ,0.18,Non-risky
4775,5480-TBGPH,0.96,High-risky
4776,0018-NYROU,1.0,High-risky
4777,7501-VTYLJ,0.9,High-risky
4778,7608-RGIRO,0.0,Non-risky
4779,0480-BIXDE,0.91,High-risky
4780,5895-QSXOD,0.97,High-risky
4781,9814-AOUDH,0.0,Non-risky
4782,6175-IRFIT,1.0,High-risky
4783,8760-ZRHKE,0.03,Non-risky
4784,1622-HSHSF,0.66,Risky
4785,8854-CCVSQ,1.0,High-risky
4786,6749-UTDVX,0.15,Non-risky
4787,5542-DHSXL,0.24,Non-risky
4788,9102-OXKFY,0.0,Non-risky
4789,0511-JTEOY,1.0,High-risky
4790,5216-WASFJ,0.99,High-risky
4791,7808-DVWEP,0.31,Non-risky
4792,7067-KSAZT,0.92,High-risky
4793,2284-VFLKH,0.07,Non-risky
4794,0366-NQSHS,0.03,Non-risky
4795,6532-YLWSI,0.0,Non-risky
4796,3807-BPOMJ,0.08,Non-risky
4797,3892-NXAZG,0.0,Non-risky
4798,4948-WBBKL,0.98,High-risky
4799,4182-BGSIQ,0.19,Non-risky
4800,9300-AGZNL,0.99,High-risky
4801,0988-AADSA,0.0,Non-risky
4802,9972-NKTFD,0.43,Non-risky
4803,3717-LNXKW,0.78,Risky
4804,5734-EJKXG,0.19,Non-risky
4805,2207-RYYRL,0.0,Non-risky
4806,6729-FZWSY,0.0,Non-risky
4807,9695-IDRZR,0.01,Non-risky
4808,8144-DGHXP,0.0,Non-risky
4809,7814-LEEVE,0.6,Risky
4810,1112-CUNAO,1.0,High-risky
4811,5175-AOBHI,0.98,High-risky
4812,5174-RNGBH,0.93,High-risky
4813,8631-WUXGY,0.26,Non-risky
4814,7270-BDIOA,0.99,High-risky
4815,9565-JSNFM,0.8,High-risky
4816,5906-DVAPM,0.0,Non-risky
4817,6654-QGBZZ,0.61,Risky
4818,8348-JLBUG,0.04,Non-risky
4819,0607-DAAHE,0.0,Non-risky
4820,5641-DMBFJ,0.0,Non-risky
4821,9200-NLNPD,0.04,Non-risky
4822,2664-XJZNO,0.0,Non-risky
4823,9732-KPKBW,0.75,Risky
4824,3339-EAQNV,0.25,Non-risky
4825,0921-OHLVP,0.94,High-risky
4826,3389-YGYAI,1.0,High-risky
4827,9560-ARGQJ,1.0,High-risky
4828,8350-NYMVI,0.22,Non-risky
4829,1600-DILPE,0.72,Risky
4830,0536-ESJEP,0.04,Non-risky
4831,4654-GGUII,0.14,Non-risky
4832,6478-HRRCZ,0.09,Non-risky
4833,8510-BBWMU,0.0,Non-risky
4834,6857-TKDJV,0.0,Non-risky
4835,2360-RDGRO,0.33,Non-risky
4836,0584-BJQGZ,0.3,Non-risky
4837,5134-IKDAY,1.0,High-risky
4838,1360-XFJMR,0.36,Non-risky
4839,3070-DVEYC,1.0,High-risky
4840,5730-RIITO,0.47,Non-risky
4841,9058-MJLZC,0.89,High-risky
4842,5707-ORNDZ,0.96,High-risky
4843,0902-XKXPN,0.0,Non-risky
4844,5177-RVZNU,0.0,Non-risky
4845,0056-EPFBG,0.02,Non-risky
4846,8993-IZEUX,0.99,High-risky
4847,8696-JKZNU,0.99,High-risky
4848,5380-AFSSK,1.0,High-risky
4849,8190-ZTQFB,0.1,Non-risky
4850,0931-MHTEM,0.28,Non-risky
4851,2055-PDADH,1.0,High-risky
4852,7515-LODFU,0.0,Non-risky
4853,0440-UEDAI,0.08,Non-risky
4854,1337-BOZWO,0.1,Non-risky
4855,0868-VJRDR,0.03,Non-risky
4856,8714-EUHJO,0.87,High-risky
4857,6344-SFJVH,0.76,Risky
4858,3950-VPYJB,0.01,Non-risky
4859,8041-TMEID,0.05,Non-risky
4860,7321-ZNSLA,0.01,Non-risky
4861,6941-KXRRV,0.09,Non-risky
4862,3721-CNEYS,1.0,High-risky
4863,8727-JQFHV,0.0,Non-risky
4864,9475-NNDGC,0.51,Risky
4865,1355-KUSBG,0.45,Non-risky
4866,3688-FTHLT,0.91,High-risky
4867,0899-LIIBW,0.98,High-risky
4868,2568-OIADY,0.98,High-risky
4869,1384-RCUXW,0.9,High-risky
4870,5825-XJOCM,0.03,Non-risky
4871,6848-YLDFR,0.01,Non-risky
4872,8125-QPFJD,0.01,Non-risky
4873,2320-YKQBO,0.08,Non-risky
4874,1193-RTSLK,0.78,Risky
4875,2302-ANTDP,0.7,Risky
4876,5923-GXUOC,0.93,High-risky
4877,4973-RLZVI,0.2,Non-risky
4878,7869-ZYDST,0.54,Risky
4879,4501-UYKBC,0.02,Non-risky
4880,1215-EXRMO,0.0,Non-risky
4881,2305-MRGLV,0.66,Risky
4882,8404-VIOMB,0.01,Non-risky
4883,5233-GEEAX,0.95,High-risky
4884,2359-KLTEK,0.67,Risky
4885,5304-EFJLP,0.23,Non-risky
4886,2673-ZALNP,0.0,Non-risky
4887,9184-GALIL,0.0,Non-risky
4888,4393-RYCRE,0.53,Risky
4889,9746-MDMBK,0.39,Non-risky
4890,3162-ZJZFU,0.07,Non-risky
4891,8404-GFGCZ,0.94,High-risky
4892,8875-AKBYH,0.95,High-risky
4893,4432-ADRLB,1.0,High-risky
4894,0533-UCAAU,0.03,Non-risky
4895,1394-SUIUH,0.28,Non-risky
4896,3521-MNKLV,0.12,Non-risky
4897,2533-TIBIX,0.46,Non-risky
4898,8993-PHFWD,1.0,High-risky
4899,1565-RHDJD,1.0,High-risky
4900,7137-RYLPP,0.95,High-risky
4901,3765-JXVKY,1.0,High-risky
4902,5092-STPKP,0.35,Non-risky
4903,7330-WZLNC,1.0,High-risky
4904,0114-PEGZZ,0.91,High-risky
4905,3359-DSRKA,0.0,Non-risky
4906,8639-NHQEI,0.0,Non-risky
4907,7161-DFHUF,0.0,Non-risky
4908,3957-LXOLK,0.94,High-risky
4909,3720-DBRWL,0.0,Non-risky
4910,6635-MYYYZ,0.27,Non-risky
4911,8565-WUXZU,0.0,Non-risky
4912,5281-BUZGT,0.86,High-risky
4913,4994-OBRSZ,0.12,Non-risky
4914,0562-FGDCR,0.0,Non-risky
4915,2436-QBZFP,0.63,Risky
4916,3420-YJLQT,1.0,High-risky
4917,6040-CGACY,0.02,Non-risky
4918,6582-PLFUU,0.0,Non-risky
4919,8242-PDSGJ,0.01,Non-risky
4920,0264-CNITK,0.0,Non-risky
4921,0089-IIQKO,0.79,Risky
4922,7839-NUIAA,0.14,Non-risky
4923,6075-QMNRR,0.23,Non-risky
4924,5378-IKEEG,1.0,High-risky
4925,5966-EMAZU,0.09,Non-risky
4926,0440-EKDCF,0.0,Non-risky
4927,4774-HHGGS,0.0,Non-risky
4928,2718-GAXQD,0.92,High-risky
4929,2055-BFOCC,0.0,Non-risky
4930,8180-AKMJV,0.94,High-risky
4931,4298-OYIFC,0.93,High-risky
4932,5566-SOEZD,0.19,Non-risky
4933,9842-EFSYY,0.58,Risky
4934,2272-WUSPA,0.01,Non-risky
4935,4584-LBNMK,0.02,Non-risky
4936,3898-GUYTS,0.5,Risky
4937,0930-EHUZA,0.13,Non-risky
4938,6413-XKKPU,0.87,High-risky
4939,9975-SKRNR,0.22,Non-risky
4940,3703-KBKZP,0.97,High-risky
4941,1449-XQEMT,0.02,Non-risky
4942,2626-URJFX,0.84,High-risky
4943,4973-MGTON,0.0,Non-risky
4944,3682-YEUWS,0.01,Non-risky
4945,1223-UNPKS,0.0,Non-risky
4946,2612-RRIDN,1.0,High-risky
4947,4735-ASGMA,0.99,High-risky
4948,3446-QDSZF,0.92,High-risky
4949,3669-LVWZB,0.82,High-risky
4950,6892-EZDTG,1.0,High-risky
4951,5117-IFGPS,0.96,High-risky
4952,7379-FNIUJ,0.94,High-risky
4953,1627-AFWVJ,0.0,Non-risky
4954,9725-SCPZG,1.0,High-risky
4955,5884-GCYMI,0.99,High-risky
4956,3217-FZDMN,1.0,High-risky
4957,4486-EFAEB,0.02,Non-risky
4958,0060-FUALY,0.58,Risky
4959,7853-GVUDZ,0.7,Risky
4960,7480-QNVZJ,0.99,High-risky
4961,6954-OOYZZ,0.68,Risky
4962,7088-FBAWU,0.55,Risky
4963,8313-AFGBW,0.03,Non-risky
4964,3943-KDREE,0.92,High-risky
4965,9239-ZBZZV,0.99,High-risky
4966,3097-IDVPU,0.74,Risky
4967,4398-HSCJH,0.91,High-risky
4968,2197-OMWGI,0.08,Non-risky
4969,2303-PJYHN,0.57,Risky
4970,9795-VOWON,0.57,Risky
4971,1237-WIYYZ,0.03,Non-risky
4972,1987-AUELQ,0.0,Non-risky
4973,7852-LECYP,0.89,High-risky
4974,4430-UZIPO,0.83,High-risky
4975,4822-LPTYJ,0.03,Non-risky
4976,8165-CBKXO,0.04,Non-risky
